,,,,,,,,화약,,뇌관,,암석분류,,암석명,,심발공,,,,
0,69.44768355,-1.558849789,0.243018865,1,3,2,0,4,,,,,,,,,,,,
0,28.31798707,-1.313301338,0.414679725,1,3,3,0,4,,,,,,,,,,,,
0,13.81337866,-1.200840309,0.375899449,1,3,0,0,4,,,,,,,,,,,,
0,42.78107201,-1.474640773,0.287253503,1,3,0,1,4,,,,,,,,,,,,
0,131.2288082,-1.676924427,0.239654513,1,3,0,2,4,,,,,,,,,,,,
0,301.0814428,-1.798659212,0.20588203,1,3,0,3,4,,,,,,,,,,,,
0,620.464452,-1.909213953,0.165915905,1,3,0,4,4,,,,,,,,,,,,
0,1033.15206,-1.984058969,0.143083575,1,3,0,5,4,,,,,,,,,,,,
0,493.3311658,-1.835964194,0.149482597,1,3,0,6,4,,,,,,,,,,,,
0,36.78729371,-1.307524553,0.158989887,1,3,0,7,4,,,,,,,,,,,,
0,13.97127945,-1.140005689,0.209359246,1,3,0,8,4,,,,,,,,,,,,
0,13.31912337,-1.142075582,0.21637915,1,3,0,9,4,,,,,,,,,,,,
0,19.18249575,-1.259394998,0.16822472,1,3,0,10,4,,,,,,,,,,,,
0,25.57192763,-1.363257214,0.183165817,1,3,0,11,4,,,,,,,,,,,,
0,66.58687092,-1.525705622,0.346210474,1,3,0,0,5,,,,,,,,,,,,
0,4.643065576,-0.954187184,0.263744669,1,3,1,0,5,,,,,,,,,,,,
0,43.66687018,-1.478984266,0.195649636,1,3,2,0,5,,,,,,,,,,,,
0,216.3305004,-1.727563923,0.344690511,1,3,3,0,5,,,,,,,,,,,,
0,66.58687092,-1.525705622,0.346210474,1,3,0,0,5,,,,,,,,,,,,
0,235.0475203,-1.781454552,0.263668877,1,3,0,1,5,,,,,,,,,,,,
0,551.4974492,-1.948831775,0.212263134,1,3,0,2,5,,,,,,,,,,,,
0,1002.314682,-2.059071577,0.191387234,1,3,0,3,5,,,,,,,,,,,,
0,877.9706075,-1.997046846,0.191462613,1,3,0,4,5,,,,,,,,,,,,
0,513.8008318,-1.888136842,0.200228251,1,3,0,5,5,,,,,,,,,,,,
0,245.9277213,-1.746456117,0.209043681,1,3,0,6,5,,,,,,,,,,,,
0,19.20696525,-1.21434308,0.20491842,1,3,0,7,5,,,,,,,,,,,,
0,6.386694479,-0.976236708,0.215761566,1,3,0,8,5,,,,,,,,,,,,
0,11.65589353,-1.090153229,0.23455644,1,3,0,9,5,,,,,,,,,,,,
0,52.22544079,-1.451684498,0.195228835,1,3,0,10,5,,,,,,,,,,,,
0,87.09731387,-1.583198005,0.225300421,1,3,0,11,5,,,,,,,,,,,,
0,205.9390804,-1.742824463,0.328261017,1,3,0,0,6,,,,,,,,,,,,
0,5.578950044,-0.993011287,0.270045947,1,3,1,0,6,,,,,,,,,,,,
0,23.55096092,-1.325757359,0.216484814,1,3,2,0,6,,,,,,,,,,,,
0,297.9193765,-1.822360273,0.312452227,1,3,3,0,6,,,,,,,,,,,,
0,205.9390804,-1.742824463,0.328261017,1,3,0,0,6,,,,,,,,,,,,
0,397.6439359,-1.883169449,0.284505321,1,3,0,1,6,,,,,,,,,,,,
0,621.6772175,-1.993501607,0.25314156,1,3,0,2,6,,,,,,,,,,,,
0,686.865567,-2.012401656,0.241934574,1,3,0,3,6,,,,,,,,,,,,
0,401.9061524,-1.904277437,0.251593183,1,3,0,4,6,,,,,,,,,,,,
0,228.2922128,-1.787263542,0.263381992,1,3,0,5,6,,,,,,,,,,,,
0,159.1891118,-1.696521385,0.265193433,1,3,0,6,6,,,,,,,,,,,,
0,46.38835904,-1.447434104,0.263125377,1,3,0,7,6,,,,,,,,,,,,
0,5.603801512,-0.987884627,0.266061979,1,3,0,8,6,,,,,,,,,,,,
0,10.13204165,-1.094870522,0.300263611,1,3,0,9,6,,,,,,,,,,,,
0,79.00225602,-1.510428198,0.328069093,1,3,0,10,6,,,,,,,,,,,,
0,283.0759914,-1.801209292,0.333415698,1,3,0,11,6,,,,,,,,,,,,
0,25.97992847,-1.304770766,0.54280433,1,3,0,0,7,,,,,,,,,,,,
0,3.0391265,-0.914918696,0.475301383,1,3,1,0,7,,,,,,,,,,,,
0,3.459914676,-0.939938298,0.427689981,1,3,2,0,7,,,,,,,,,,,,
0,9.636386138,-1.079614751,0.466941323,1,3,3,0,7,,,,,,,,,,,,
0,25.97992847,-1.304770766,0.54280433,1,3,0,0,7,,,,,,,,,,,,
0,44.16649187,-1.430505221,0.507345681,1,3,0,1,7,,,,,,,,,,,,
0,62.76643515,-1.516256105,0.485963205,1,3,0,2,7,,,,,,,,,,,,
0,82.58258688,-1.593170076,0.467235275,1,3,0,3,7,,,,,,,,,,,,
0,105.6673302,-1.668369389,0.447232808,1,3,0,4,7,,,,,,,,,,,,
0,109.506527,-1.674906633,0.447116117,1,3,0,5,7,,,,,,,,,,,,
0,112.8154637,-1.678621497,0.443337411,1,3,0,6,7,,,,,,,,,,,,
0,70.71120355,-1.577723418,0.439620598,1,3,0,7,7,,,,,,,,,,,,
0,25.27645353,-1.377793213,0.452918534,1,3,0,8,7,,,,,,,,,,,,
0,13.97156622,-1.213658014,0.438291441,1,3,0,9,7,,,,,,,,,,,,
0,42.34200968,-1.411221991,0.470645385,1,3,0,10,7,,,,,,,,,,,,
0,176.6683922,-1.682185263,0.559366034,1,3,0,11,7,,,,,,,,,,,,
0,38.00202563,-1.45290658,0.352645758,2,0,0,0,0,,,,,,,,,,,,
0,116.5191512,-1.701825174,0.178097572,2,0,1,0,0,,,,,,,,,,,,
0,339.5411291,-2.11201426,0.259558618,2,0,2,0,0,,,,,,,,,,,,
0,38.58678736,-1.44549522,0.356433179,2,0,3,0,0,,,,,,,,,,,,
0,38.00202563,-1.45290658,0.352645758,2,0,0,0,0,,,,,,,,,,,,
0,148.6243739,-1.829061904,0.252234176,2,0,0,1,0,,,,,,,,,,,,
0,293.3344276,-2.065825152,0.244110959,2,0,0,2,0,,,,,,,,,,,,
0,336.0728228,-2.110279708,0.264244825,2,0,0,3,0,,,,,,,,,,,,
0,27.43757308,-1.393115583,0.165426142,2,0,0,4,0,,,,,,,,,,,,
0,4.966951484,-0.945515519,0.164356118,2,0,0,5,0,,,,,,,,,,,,
0,2.984470132,-0.868331477,0.205810168,2,0,0,6,0,,,,,,,,,,,,
0,20.65498605,-1.347481938,0.258596348,2,0,0,7,0,,,,,,,,,,,,
0,122.2831138,-1.697001533,0.182506259,2,0,0,8,0,,,,,,,,,,,,
0,65.14434823,-1.545598485,0.210642837,2,0,0,9,0,,,,,,,,,,,,
0,47.08918203,-1.473500065,0.225184642,2,0,0,10,0,,,,,,,,,,,,
0,42.40651259,-1.475818259,0.3526053,2,0,0,11,0,,,,,,,,,,,,
0,53.01347836,-1.523540949,0.325617071,2,0,0,0,1,,,,,,,,,,,,
0,128.9553609,-1.744766356,0.0832946,2,0,1,0,1,,,,,,,,,,,,
0,323.1398597,-2.120107324,0.26066034,2,0,2,0,1,,,,,,,,,,,,
0,60.66674853,-1.554346403,0.308411106,2,0,3,0,1,,,,,,,,,,,,
0,53.01347836,-1.523540949,0.325617071,2,0,0,0,1,,,,,,,,,,,,
0,185.9544644,-1.893762723,0.24693087,2,0,0,1,1,,,,,,,,,,,,
0,261.3646265,-2.063505433,0.265758899,2,0,0,2,1,,,,,,,,,,,,
0,327.1302479,-2.114969408,0.257159097,2,0,0,3,1,,,,,,,,,,,,
0,26.31449686,-1.398238725,0.168390894,2,0,0,4,1,,,,,,,,,,,,
0,6.628835265,-1.036450986,0.179147751,2,0,0,5,1,,,,,,,,,,,,
0,3.023647824,-0.884892657,0.202099378,2,0,0,6,1,,,,,,,,,,,,
0,16.97423143,-1.314846566,0.208414982,2,0,0,7,1,,,,,,,,,,,,
0,132.3474386,-1.742968214,0.089293697,2,0,0,8,1,,,,,,,,,,,,
0,58.70871291,-1.549634074,0.115982843,2,0,0,9,1,,,,,,,,,,,,
0,50.88918429,-1.485475664,0.21229174,2,0,0,10,1,,,,,,,,,,,,
0,100.5383859,-1.658468764,0.315698682,2,0,0,11,1,,,,,,,,,,,,
0,6.25757546,-0.983420833,0.647646417,2,0,0,0,2,,,,,,,,,,,,
0,17.22354434,-1.20120129,0.428013702,2,0,1,0,2,,,,,,,,,,,,
0,27.12147494,-1.456074111,0.517763756,2,0,2,0,2,,,,,,,,,,,,
0,3.713560328,-0.869339378,0.637340117,2,0,3,0,2,,,,,,,,,,,,
0,6.25757546,-0.983420833,0.647646417,2,0,0,0,2,,,,,,,,,,,,
0,29.68593104,-1.37667361,0.488981223,2,0,0,1,2,,,,,,,,,,,,
0,54.50021522,-1.563838678,0.413109353,2,0,0,2,2,,,,,,,,,,,,
0,61.94582732,-1.586097575,0.37590996,2,0,0,3,2,,,,,,,,,,,,
0,20.62935841,-1.307884048,0.325778872,2,0,0,4,2,,,,,,,,,,,,
0,3.708576227,-0.86417293,0.289485215,2,0,0,5,2,,,,,,,,,,,,
0,2.419821507,-0.789369109,0.319314408,2,0,0,6,2,,,,,,,,,,,,
0,7.39733976,-1.030222545,0.331777395,2,0,0,7,2,,,,,,,,,,,,
0,25.45985008,-1.254392703,0.302227991,2,0,0,8,2,,,,,,,,,,,,
0,9.669302456,-1.031145555,0.363356106,2,0,0,9,2,,,,,,,,,,,,
0,6.133771356,-0.94100287,0.50058276,2,0,0,10,2,,,,,,,,,,,,
0,5.262707425,-0.934269151,0.680779541,2,0,0,11,2,,,,,,,,,,,,
0,10.25758124,-1.096171866,0.356655137,2,0,0,0,3,,,,,,,,,,,,
0,31.1721701,-1.342449314,0.218978089,2,0,1,0,3,,,,,,,,,,,,
0,39.47568705,-1.492962222,0.188031361,2,0,2,0,3,,,,,,,,,,,,
0,5.927445919,-1.01813837,0.340262538,2,0,3,0,3,,,,,,,,,,,,
0,10.25758124,-1.096171866,0.356655137,2,0,0,0,3,,,,,,,,,,,,
0,42.84053966,-1.454646213,0.214080921,2,0,0,1,3,,,,,,,,,,,,
0,68.04578211,-1.597395848,0.175423298,2,0,0,2,3,,,,,,,,,,,,
0,72.88048951,-1.59947348,0.173432226,2,0,0,3,3,,,,,,,,,,,,
0,73.41726546,-1.597694646,0.179871662,2,0,0,4,3,,,,,,,,,,,,
0,16.49571114,-1.225665428,0.174317865,2,0,0,5,3,,,,,,,,,,,,
0,9.870051041,-1.102228414,0.189285669,2,0,0,6,3,,,,,,,,,,,,
0,21.14034607,-1.258577515,0.211056542,2,0,0,7,3,,,,,,,,,,,,
0,32.50137691,-1.328953187,0.224571769,2,0,0,8,3,,,,,,,,,,,,
0,17.33404353,-1.211921039,0.264431273,2,0,0,9,3,,,,,,,,,,,,
0,9.655264356,-1.115252562,0.310786217,2,0,0,10,3,,,,,,,,,,,,
0,5.526363438,-1.032675228,0.343078061,2,0,0,11,3,,,,,,,,,,,,
0,57.72187736,-1.426845778,0.422357215,2,0,0,0,4,,,,,,,,,,,,
0,55.28508685,-1.473963524,0.284060256,2,0,1,0,4,,,,,,,,,,,,
0,75.78471556,-1.596367389,0.255506954,2,0,2,0,4,,,,,,,,,,,,
0,61.06890135,-1.442890031,0.420191607,2,0,3,0,4,,,,,,,,,,,,
0,57.72187736,-1.426845778,0.422357215,2,0,0,0,4,,,,,,,,,,,,
0,152.9871211,-1.706770445,0.281888523,2,0,0,1,4,,,,,,,,,,,,
0,156.0448006,-1.744604118,0.235337916,2,0,0,2,4,,,,,,,,,,,,
0,138.6358978,-1.709761668,0.223958793,2,0,0,3,4,,,,,,,,,,,,
0,128.7164333,-1.687421358,0.203239438,2,0,0,4,4,,,,,,,,,,,,
0,75.72655291,-1.585591515,0.176444664,2,0,0,5,4,,,,,,,,,,,,
0,27.09458693,-1.357949908,0.182251086,2,0,0,6,4,,,,,,,,,,,,
0,42.14331407,-1.425798871,0.20576204,2,0,0,7,4,,,,,,,,,,,,
0,46.88214769,-1.445187316,0.258603179,2,0,0,8,4,,,,,,,,,,,,
0,41.55508634,-1.438423345,0.290767319,2,0,0,9,4,,,,,,,,,,,,
0,25.30522897,-1.387405788,0.306015677,2,0,0,10,4,,,,,,,,,,,,
0,13.85862539,-1.277555107,0.327284554,2,0,0,11,4,,,,,,,,,,,,
0,54.82534698,-1.490649577,0.38234545,2,0,0,0,5,,,,,,,,,,,,
0,65.66708144,-1.566383365,0.267695188,2,0,1,0,5,,,,,,,,,,,,
0,57.97108814,-1.55639781,0.301748269,2,0,2,0,5,,,,,,,,,,,,
0,56.80268591,-1.500838174,0.367494868,2,0,3,0,5,,,,,,,,,,,,
0,54.82534698,-1.490649577,0.38234545,2,0,0,0,5,,,,,,,,,,,,
0,142.2422084,-1.763504011,0.279764757,2,0,0,1,5,,,,,,,,,,,,
0,156.2098808,-1.77704911,0.260373249,2,0,0,2,5,,,,,,,,,,,,
0,171.0587741,-1.792037741,0.249284177,2,0,0,3,5,,,,,,,,,,,,
0,175.6093915,-1.795484489,0.235104356,2,0,0,4,5,,,,,,,,,,,,
0,183.2391661,-1.814391027,0.218924675,2,0,0,5,5,,,,,,,,,,,,
0,111.1019239,-1.692083934,0.210033424,2,0,0,6,5,,,,,,,,,,,,
0,60.11054728,-1.524270532,0.238347895,2,0,0,7,5,,,,,,,,,,,,
0,50.39250861,-1.475088208,0.307335,2,0,0,8,5,,,,,,,,,,,,
0,48.78596465,-1.489644452,0.324626239,2,0,0,9,5,,,,,,,,,,,,
0,38.38083703,-1.483884121,0.329172965,2,0,0,10,5,,,,,,,,,,,,
0,23.20403285,-1.406425513,0.336212229,2,0,0,11,5,,,,,,,,,,,,
0,25.25091839,-1.381750242,0.386189407,2,0,0,0,6,,,,,,,,,,,,
0,34.69058361,-1.434786961,0.328698013,2,0,1,0,6,,,,,,,,,,,,
0,29.51582709,-1.421817219,0.332032509,2,0,2,0,6,,,,,,,,,,,,
0,25.42452295,-1.36941929,0.390252407,2,0,3,0,6,,,,,,,,,,,,
0,25.25091839,-1.381750242,0.386189407,2,0,0,0,6,,,,,,,,,,,,
0,60.48944668,-1.602326775,0.310027089,2,0,0,1,6,,,,,,,,,,,,
0,84.57239668,-1.687976626,0.291472886,2,0,0,2,6,,,,,,,,,,,,
0,112.7585268,-1.750245984,0.276647096,2,0,0,3,6,,,,,,,,,,,,
0,135.3003619,-1.783092449,0.25897357,2,0,0,4,6,,,,,,,,,,,,
0,157.1247837,-1.815372975,0.236927104,2,0,0,5,6,,,,,,,,,,,,
0,160.7974352,-1.79494036,0.225541283,2,0,0,6,6,,,,,,,,,,,,
0,90.04200925,-1.643691421,0.238759275,2,0,0,7,6,,,,,,,,,,,,
0,30.89116005,-1.39649237,0.319580151,2,0,0,8,6,,,,,,,,,,,,
0,24.12284534,-1.333378835,0.3611824,2,0,0,9,6,,,,,,,,,,,,
0,19.89745664,-1.303796087,0.401135745,2,0,0,10,6,,,,,,,,,,,,
0,24.23433354,-1.366891409,0.391518404,2,0,0,11,6,,,,,,,,,,,,
0,2.926798245,-0.797558945,0.5084911,2,0,0,0,7,,,,,,,,,,,,
0,5.127165232,-0.938463186,0.427100694,2,0,1,0,7,,,,,,,,,,,,
0,4.892266222,-0.940298575,0.410202166,2,0,2,0,7,,,,,,,,,,,,
0,1.712512101,-0.680635295,0.528519567,2,0,3,0,7,,,,,,,,,,,,
0,2.926798245,-0.797558945,0.5084911,2,0,0,0,7,,,,,,,,,,,,
0,8.206267543,-1.038323974,0.418892277,2,0,0,1,7,,,,,,,,,,,,
0,15.13152746,-1.204032385,0.358699991,2,0,0,2,7,,,,,,,,,,,,
0,20.96386097,-1.305993551,0.329492593,2,0,0,3,7,,,,,,,,,,,,
0,26.33445966,-1.382642454,0.300410101,2,0,0,4,7,,,,,,,,,,,,
0,30.5434233,-1.424793003,0.278347882,2,0,0,5,7,,,,,,,,,,,,
0,36.67420596,-1.422281303,0.287626368,2,0,0,6,7,,,,,,,,,,,,
0,26.37301153,-1.333033488,0.295233071,2,0,0,7,7,,,,,,,,,,,,
0,8.779271472,-1.067047653,0.347599994,2,0,0,8,7,,,,,,,,,,,,
0,3.943059847,-0.859809895,0.413987792,2,0,0,9,7,,,,,,,,,,,,
0,2.686155196,-0.754312713,0.473823644,2,0,0,10,7,,,,,,,,,,,,
0,2.789894612,-0.757258402,0.498353933,2,0,0,11,7,,,,,,,,,,,,
0,62.5947325,-1.604990746,0.23001391,2,1,0,0,0,,,,,,,,,,,,
0,119.8643804,-1.712864358,0.177836363,2,1,1,0,0,,,,,,,,,,,,
0,130.112198,-1.843437619,0.116407075,2,1,2,0,0,,,,,,,,,,,,
0,90.58027805,-1.744267604,0.177848377,2,1,3,0,0,,,,,,,,,,,,
0,62.5947325,-1.604990746,0.23001391,2,1,0,0,0,,,,,,,,,,,,
0,101.8750402,-1.764900212,0.149249818,2,1,0,1,0,,,,,,,,,,,,
0,130.5666351,-1.861934282,0.149200321,2,1,0,2,0,,,,,,,,,,,,
0,106.8521532,-1.723802471,0.148457948,2,1,0,3,0,,,,,,,,,,,,
0,31.25887449,-1.302787092,0.092123839,2,1,0,4,0,,,,,,,,,,,,
0,16.73302878,-1.111254103,0.076159447,2,1,0,5,0,,,,,,,,,,,,
0,10.59965965,-1.041555915,0.113815763,2,1,0,6,0,,,,,,,,,,,,
0,35.82864698,-1.460541735,0.243958463,2,1,0,7,0,,,,,,,,,,,,
0,120.1187239,-1.712133486,0.183834548,2,1,0,8,0,,,,,,,,,,,,
0,125.7314536,-1.744145974,0.112516374,2,1,0,9,0,,,,,,,,,,,,
0,136.79423,-1.790967189,0.082963606,2,1,0,10,0,,,,,,,,,,,,
0,85.75903589,-1.730413935,0.178637966,2,1,0,11,0,,,,,,,,,,,,
0,134.5542569,-1.788654935,0.106386092,2,1,0,0,1,,,,,,,,,,,,
0,128.1407029,-1.7398563,0.078541536,2,1,1,0,1,,,,,,,,,,,,
0,214.4210067,-1.935229027,0.026129194,2,1,2,0,1,,,,,,,,,,,,
0,476.7331118,-2.145433267,0.035237972,2,1,3,0,1,,,,,,,,,,,,
0,134.5542569,-1.788654935,0.106386092,2,1,0,0,1,,,,,,,,,,,,
0,166.6386498,-1.892809892,0.056123133,2,1,0,1,1,,,,,,,,,,,,
0,147.3055586,-1.908384315,0.071919864,2,1,0,2,1,,,,,,,,,,,,
0,106.2948201,-1.721443199,0.058635562,2,1,0,3,1,,,,,,,,,,,,
0,27.24399549,-1.283969745,0.022190159,2,1,0,4,1,,,,,,,,,,,,
0,15.81476912,-1.111171792,0.011248239,2,1,0,5,1,,,,,,,,,,,,
0,12.26370081,-1.067127228,0.045672713,2,1,0,6,1,,,,,,,,,,,,
0,26.15842901,-1.359961488,0.15535346,2,1,0,7,1,,,,,,,,,,,,
0,129.0798959,-1.740643023,0.082417191,2,1,0,8,1,,,,,,,,,,,,
0,225.027598,-1.905875859,0.001360649,2,1,0,9,1,,,,,,,,,,,,
0,366.1945048,-2.055139874,-0.023756424,2,1,0,10,1,,,,,,,,,,,,
0,475.8339858,-2.142609754,0.03586807,2,1,0,11,1,,,,,,,,,,,,
0,44.81753435,-1.385399289,0.213971752,2,1,0,0,2,,,,,,,,,,,,
0,44.8206671,-1.398716098,0.136450464,2,1,1,0,2,,,,,,,,,,,,
0,38.27520616,-1.426908312,0.071220982,2,1,2,0,2,,,,,,,,,,,,
0,95.37755676,-1.650774943,0.095779494,2,1,3,0,2,,,,,,,,,,,,
0,44.81753435,-1.385399289,0.213971752,2,1,0,0,2,,,,,,,,,,,,
0,56.77090021,-1.503806103,0.145240924,2,1,0,1,2,,,,,,,,,,,,
0,37.55013412,-1.434932745,0.152462631,2,1,0,2,2,,,,,,,,,,,,
0,33.13590794,-1.343435015,0.157396282,2,1,0,3,2,,,,,,,,,,,,
0,19.55566513,-1.129379194,0.12709436,2,1,0,4,2,,,,,,,,,,,,
0,6.697501888,-0.840660723,0.101532834,2,1,0,5,2,,,,,,,,,,,,
0,6.117395754,-0.858494324,0.158065587,2,1,0,6,2,,,,,,,,,,,,
0,11.74422946,-1.12595402,0.268489797,2,1,0,7,2,,,,,,,,,,,,
0,52.58560849,-1.439508476,0.221521038,2,1,0,8,2,,,,,,,,,,,,
0,65.96446262,-1.495987213,0.185886321,2,1,0,9,2,,,,,,,,,,,,
0,56.97885286,-1.507848296,0.219346316,2,1,0,10,2,,,,,,,,,,,,
0,45.8480094,-1.499678471,0.283653058,2,1,0,11,2,,,,,,,,,,,,
0,31.67686745,-1.335187725,0.221394541,2,1,0,0,3,,,,,,,,,,,,
0,31.74211122,-1.328865951,0.220273855,2,1,1,0,3,,,,,,,,,,,,
0,27.57251701,-1.40300417,0.148008289,2,1,2,0,3,,,,,,,,,,,,
0,32.37648951,-1.429926698,0.285380992,2,1,3,0,3,,,,,,,,,,,,
0,31.67686745,-1.335187725,0.221394541,2,1,0,0,3,,,,,,,,,,,,
0,41.94752879,-1.459490138,0.136002587,2,1,0,1,3,,,,,,,,,,,,
0,37.57736977,-1.459299564,0.121694121,2,1,0,2,3,,,,,,,,,,,,
0,36.05612854,-1.421272152,0.129409565,2,1,0,3,3,,,,,,,,,,,,
0,27.91624087,-1.315299316,0.141317892,2,1,0,4,3,,,,,,,,,,,,
0,13.33082484,-1.092751773,0.103331562,2,1,0,5,3,,,,,,,,,,,,
0,7.033314634,-0.960296731,0.129263149,2,1,0,6,3,,,,,,,,,,,,
0,13.99293559,-1.176941639,0.213422378,2,1,0,7,3,,,,,,,,,,,,
0,31.74730624,-1.342833354,0.224204116,2,1,0,8,3,,,,,,,,,,,,
0,31.59017777,-1.350164201,0.227931602,2,1,0,9,3,,,,,,,,,,,,
0,27.04417623,-1.376988549,0.273445193,2,1,0,10,3,,,,,,,,,,,,
0,18.34871978,-1.330877766,0.310203407,2,1,0,11,3,,,,,,,,,,,,
0,48.86603074,-1.463686597,0.269970656,2,1,0,0,4,,,,,,,,,,,,
0,29.04075967,-1.417819698,0.180490821,2,1,1,0,4,,,,,,,,,,,,
0,46.42468349,-1.561877439,0.186005618,2,1,2,0,4,,,,,,,,,,,,
0,45.49563527,-1.517654299,0.320912342,2,1,3,0,4,,,,,,,,,,,,
0,48.86603074,-1.463686597,0.269970656,2,1,0,0,4,,,,,,,,,,,,
0,75.46821972,-1.616621272,0.211644151,2,1,0,1,4,,,,,,,,,,,,
0,82.71954151,-1.647756753,0.196727553,2,1,0,2,4,,,,,,,,,,,,
0,101.1043974,-1.665403727,0.184117472,2,1,0,3,4,,,,,,,,,,,,
0,102.8528853,-1.655205633,0.177059127,2,1,0,4,4,,,,,,,,,,,,
0,89.46375097,-1.624714024,0.134550584,2,1,0,5,4,,,,,,,,,,,,
0,31.74276276,-1.386640287,0.109448984,2,1,0,6,4,,,,,,,,,,,,
0,24.3135665,-1.337520029,0.176713941,2,1,0,7,4,,,,,,,,,,,,
0,31.90176508,-1.394972546,0.213870181,2,1,0,8,4,,,,,,,,,,,,
0,41.73597971,-1.469336671,0.206456035,2,1,0,9,4,,,,,,,,,,,,
0,40.1446544,-1.503288551,0.231465221,2,1,0,10,4,,,,,,,,,,,,
0,24.27850997,-1.436311632,0.24497768,2,1,0,11,4,,,,,,,,,,,,
0,40.07843346,-1.536252776,0.197234349,2,1,0,0,5,,,,,,,,,,,,
0,25.23382064,-1.453147181,0.115078183,2,1,1,0,5,,,,,,,,,,,,
0,36.40697852,-1.531112319,0.202117413,2,1,2,0,5,,,,,,,,,,,,
0,35.71670311,-1.51252674,0.220352445,2,1,3,0,5,,,,,,,,,,,,
0,40.07843346,-1.536252776,0.197234349,2,1,0,0,5,,,,,,,,,,,,
0,62.87628174,-1.669516898,0.185816948,2,1,0,1,5,,,,,,,,,,,,
0,89.13229524,-1.721670785,0.184339725,2,1,0,2,5,,,,,,,,,,,,
0,122.5759043,-1.776116759,0.18810708,2,1,0,3,5,,,,,,,,,,,,
0,158.4915,-1.820171134,0.196845039,2,1,0,4,5,,,,,,,,,,,,
0,177.2862208,-1.842800118,0.195894635,2,1,0,5,5,,,,,,,,,,,,
0,126.8746418,-1.74373864,0.171923144,2,1,0,6,5,,,,,,,,,,,,
0,26.81086266,-1.376312864,0.166157827,2,1,0,7,5,,,,,,,,,,,,
0,18.09171886,-1.309003651,0.220454605,2,1,0,8,5,,,,,,,,,,,,
0,32.6878166,-1.467187593,0.18287456,2,1,0,9,5,,,,,,,,,,,,
0,34.76857254,-1.514313665,0.182073487,2,1,0,10,5,,,,,,,,,,,,
0,23.56805585,-1.465695597,0.192976363,2,1,0,11,5,,,,,,,,,,,,
0,18.55013712,-1.39452261,0.189610244,2,1,0,0,6,,,,,,,,,,,,
0,25.72095742,-1.42172498,0.139195112,2,1,1,0,6,,,,,,,,,,,,
0,16.07965773,-1.363088918,0.184218572,2,1,2,0,6,,,,,,,,,,,,
0,18.22040801,-1.393986376,0.183122282,2,1,3,0,6,,,,,,,,,,,,
0,18.55013712,-1.39452261,0.189610244,2,1,0,0,6,,,,,,,,,,,,
0,34.46624865,-1.5117211,0.18735337,2,1,0,1,6,,,,,,,,,,,,
0,59.45341447,-1.634070012,0.190079306,2,1,0,2,6,,,,,,,,,,,,
0,82.94598807,-1.707534265,0.192992661,2,1,0,3,6,,,,,,,,,,,,
0,112.2969632,-1.760254247,0.200795308,2,1,0,4,6,,,,,,,,,,,,
0,148.854501,-1.810865486,0.213050043,2,1,0,5,6,,,,,,,,,,,,
0,194.2871461,-1.847050318,0.214885143,2,1,0,6,6,,,,,,,,,,,,
0,91.04880063,-1.671189189,0.18844224,2,1,0,7,6,,,,,,,,,,,,
0,18.36684709,-1.315010094,0.214752993,2,1,0,8,6,,,,,,,,,,,,
0,18.75564859,-1.333159026,0.215246009,2,1,0,9,6,,,,,,,,,,,,
0,21.72256142,-1.406088061,0.194282259,2,1,0,10,6,,,,,,,,,,,,
0,17.91524405,-1.387330669,0.189851371,2,1,0,11,6,,,,,,,,,,,,
0,4.335261965,-0.91039612,0.308344471,2,1,0,0,7,,,,,,,,,,,,
0,7.303563833,-1.014771823,0.235821642,2,1,1,0,7,,,,,,,,,,,,
0,4.790425138,-0.984650418,0.236588867,2,1,2,0,7,,,,,,,,,,,,
0,3.812234572,-0.910703399,0.3738124,2,1,3,0,7,,,,,,,,,,,,
0,4.335261965,-0.91039612,0.308344471,2,1,0,0,7,,,,,,,,,,,,
0,8.647727817,-1.073191203,0.270903334,2,1,0,1,7,,,,,,,,,,,,
0,15.14094861,-1.225172187,0.249548565,2,1,0,2,7,,,,,,,,,,,,
0,25.33049583,-1.367653393,0.240974527,2,1,0,3,7,,,,,,,,,,,,
0,42.88655072,-1.491101702,0.235036662,2,1,0,4,7,,,,,,,,,,,,
0,58.11656543,-1.537698223,0.229640309,2,1,0,5,7,,,,,,,,,,,,
0,77.90604116,-1.57941404,0.227815043,2,1,0,6,7,,,,,,,,,,,,
0,70.87646216,-1.555014546,0.23147323,2,1,0,7,7,,,,,,,,,,,,
0,21.24780757,-1.284569529,0.258501769,2,1,0,8,7,,,,,,,,,,,,
0,8.355042659,-1.071778547,0.301273053,2,1,0,9,7,,,,,,,,,,,,
0,6.791278938,-1.019824692,0.360966272,2,1,0,10,7,,,,,,,,,,,,
0,6.132315183,-1.005918339,0.38246488,2,1,0,11,7,,,,,,,,,,,,
0,6.971028411,-1.0098151,0.548281908,2,2,0,0,0,,,,,,,,,,,,
0,11.66764179,-1.081472027,0.422414781,2,2,1,0,0,,,,,,,,,,,,
0,35.14606106,-1.422410984,0.304707809,2,2,2,0,0,,,,,,,,,,,,
0,6.653386218,-1.005009946,0.550725391,2,2,3,0,0,,,,,,,,,,,,
0,6.971028411,-1.0098151,0.548281908,2,2,0,0,0,,,,,,,,,,,,
0,14.63240216,-1.186563047,0.475882926,2,2,0,1,0,,,,,,,,,,,,
